raw_date,raw_merchant,raw_amount,true_category,true_date,true_amount
2024.06.01,Costa Coffee GALWAY,-28.72,Dining & Takeaway,2024-06-01,28.72
2023-08-22,tesco express,-62.32,Groceries,2023-08-22,62.32
2025-03-12,  Amazon.de Purchase   ,-79.19,Shopping,2025-03-12,79.19
2024.05.29,apple.com/bill,?4.99,Entertainment & Subscriptions,2024-05-29,4.99
2025-05-02,Council Tax Payment,-71.10,Utilities & Bills,2025-05-02,71.1
2024-04-16,SPOTIFY AB 7136 EUR,?13.31,Entertainment & Subscriptions,2024-04-16,13.31
2024-04-23,zara ireland bray,169.69 EUR,Shopping,2024-04-23,169.69
2023-07-20,SPAR EXPRESS DUNDALK,?8.50,Groceries,2023-07-20,8.5
2024-09-22,JUST EAT 7528,-41.02,Dining & Takeaway,2024-09-22,41.02
2025-01-25,  Tesco Store #4873   ,-64.32,Groceries,2025-01-25,64.32
2023-06-30,Amazon.de Purchase,-?30.77,Shopping,2023-06-30,30.77
12/04/2023,DUBLIN BUS 3587,?24.18,Transport,2023-04-12,24.18
2023-04-03,lidl 6992 dundalk,-?120.97,Groceries,2023-04-03,120.97
2024-01-01,DELIVEROO.IE *1941,-15.77,Dining & Takeaway,2024-01-01,15.77
2023-06-15,  DUNNES STORES CORK   ,-?8.50,Groceries,2023-06-15,8.5
2024-12-02,netflix.com monthly,-?28.28,Entertainment & Subscriptions,2024-12-02,28.28
"May 28, 2025",SPAR EXPRESS CORK,-41.14,Groceries,2025-05-28,41.14
2023-04-04,VODAFONE BILL PAY,-71.16,Utilities & Bills,2023-04-04,71.16
2023-06-13,ALDI IRELAND GMBH,-?60.18,Groceries,2023-06-13,60.18
2023-03-05,  Nandos CORK   ,-?65.21,Dining & Takeaway,2023-03-05,65.21
2023-11-14,SHELL PETROL 2388,-22.69,Transport,2023-11-14,22.69
2023-04-24,LEAP CARD AUTO TOPUP,-?22.57,Transport,2023-04-24,22.57
30/11/2024,Steam Games Purchase,-?40.51,Entertainment & Subscriptions,2024-11-30,40.51
"Jul 18, 2024",ALDI STORE 9397,-?49.77,Groceries,2024-07-18,49.77
"Nov 17, 2023",DELIVEROO.IE *5288,22.61 EUR,Dining & Takeaway,2023-11-17,22.61
"Feb 25, 2024",DUNNES STORES DUBLIN,-60.41,Groceries,2024-02-25,60.41
2024-07-21,Lidl 7936 KILKENNY,?77.26,Groceries,2024-07-21,77.26
2023-04-03,APPLE.COM/BILL,?4.99,Entertainment & Subscriptions,2023-04-03,4.99
2024-07-04,Gourmet Burger Kitchen,3.80,Dining & Takeaway,2024-07-04,3.8
2023-10-20,Dominos Pizza DUNDALK,-3.80,Dining & Takeaway,2023-10-20,3.8
"Apr 02, 2023",  DISNEY PLUS MONTHLY   ,-?18.90,Entertainment & Subscriptions,2023-04-02,18.9
2023-10-27,  McDonalds SWORDS   ,-27.09,Dining & Takeaway,2023-10-27,27.09
2024-06-13,DART TICKET MACHINE,-26.85,Transport,2024-06-13,26.85
2025-04-24,apple.com/bill,-18.02,Entertainment & Subscriptions,2025-04-24,18.02
2024-11-26,  Gourmet Burger Kitchen   ,?24.46,Dining & Takeaway,2024-11-26,24.46
2023-09-04,McDonalds DUBLIN,-19.57,Dining & Takeaway,2023-09-04,19.57
"Nov 24, 2023",LEAP CARD AUTO TOPUP,-33.22,Transport,2023-11-24,33.22
28/01/2024,  ALDI IRELAND GMBH   ,-?73.77,Groceries,2024-01-28,73.77
"Jul 11, 2023",amzn prime member,?4.99,Entertainment & Subscriptions,2023-07-11,4.99
2023-05-31,Costa Coffee GALWAY,-37.66,Dining & Takeaway,2023-05-31,37.66
"Mar 12, 2024",just eat 6694,-44.06,Dining & Takeaway,2024-03-12,44.06
27/03/2025,,-24.04,Transport,2025-03-27,24.04
14/08/2024,Insomnia Coffee Co,?54.04,Dining & Takeaway,2024-08-14,54.04
2025-01-12,Tesco Express,-?14.36,Groceries,2025-01-12,14.36
2023-11-14,ALDI IRELAND GMBH,-86.85,Groceries,2023-11-14,86.85
13/06/2025,SPAR EXPRESS DUBLIN,?53.88,Groceries,2025-06-13,53.88
2025-06-27,  TFI Leap Card Topup   ,-28.97,Transport,2025-06-27,28.97
2025-05-17,LEAP CARD AUTO TOPUP,?27.12,Transport,2025-05-17,27.12
2023-04-25,Amzn Prime Member,-?23.32,Entertainment & Subscriptions,2023-04-25,23.32
2024-07-02,Netflix.com monthly,18.88,Entertainment & Subscriptions,2024-07-02,18.88
2025-04-08,  EIR TELECOM DIRECT DEBIT   ,-65.18,Utilities & Bills,2025-04-08,65.18
03/02/2025,Tesco Store #3967,70.72,Groceries,2025-02-03,70.72
2024-06-08,aldi store 4476,-?8.50,Groceries,2024-06-08,8.5
2025.03.21,  Brown Thomas Dublin   ,-55.38,Shopping,2025-03-21,55.38
2025-04-03,TESCO EXTRA BRAY,?26.15,Groceries,2025-04-03,26.15
2024-09-18,Steam Games Purchase,-8.37,Entertainment & Subscriptions,2024-09-18,8.37
01/07/2024,TESCO EXTRA LIMERICK,58.28 EUR,Groceries,2024-07-01,58.28
2024-09-22,  EIR TELECOM DIRECT DEBIT   ,80.81,Utilities & Bills,2024-09-22,80.81
2024-10-12,  APPLE STORE RETAIL   ,-?154.86,Shopping,2024-10-12,154.86
08/11/2023,DELIVEROO.IE *6071,21.11,Dining & Takeaway,2023-11-08,21.11
17/05/2025,JUST EAT 2644,-52.29,Dining & Takeaway,2025-05-17,52.29
20/08/2023,ALDI STORE 5669,?56.98,Groceries,2023-08-20,56.98
2024-04-10,  DELIVEROO.IE *6643   ,-23.90,Dining & Takeaway,2024-04-10,23.9
2023-11-30,Apple.Com/Bill,-19.89,Entertainment & Subscriptions,2023-11-30,19.89
2024-08-29,dominos pizza dundalk,-25.07,Dining & Takeaway,2024-08-29,25.07
2023-03-22,just eat 2665,?33.16,Dining & Takeaway,2023-03-22,33.16
2024-04-15,  ALDI IRELAND GMBH   ,-9.53,Groceries,2024-04-15,9.53
2023-07-12,irish rail online,-?40.39,Transport,2023-07-12,40.39
2023-02-07,  Audible UK Monthly   ,-17.37,Entertainment & Subscriptions,2023-02-07,17.37
2023-04-22,Nandos LIMERICK,-35.56,Dining & Takeaway,2023-04-22,35.56
03/02/2025,tesco express,-62.26,Groceries,2025-02-03,62.26
2023-12-13,Nandos LIMERICK,?11.83,Dining & Takeaway,2023-12-13,11.83
14/05/2025,Irish Water Direct Debit,67.57 EUR,Utilities & Bills,2025-05-14,67.57
2024.12.19,The Local Pub & Grill,-4.91,Dining & Takeaway,2024-12-19,4.91
16/10/2024,  Tesco Store #7189   ,-?14.95,Groceries,2024-10-16,14.95
"Jan 28, 2025",brown thomas dublin,-183.08,Shopping,2025-01-28,183.08
04/05/2023,BOOTS PHARMACY DUBLIN,-?121.01,Shopping,2023-05-04,121.01
15/06/2023,Dentist Clinic Dublin,?18.19,Health & Fitness,2023-06-15,18.19
2023-12-08,ALDI STORE 8392,106.19,Groceries,2023-12-08,106.19
2025-06-18,,-30.02,Groceries,2025-06-18,30.02
2024.03.23,FREE NOW TAXI DUBLIN,-8.01,Transport,2024-03-23,8.01
2023-11-07,Holland & Barrett DUNDALK,?31.29,Health & Fitness,2023-11-07,31.29
07/07/2024,ALDI IRELAND GMBH,68.99 EUR,Groceries,2024-07-07,68.99
2023-02-16,free now taxi dublin,38.15,Transport,2023-02-16,38.15
15/01/2024,Dominos Pizza GALWAY,-40.79,Dining & Takeaway,2024-01-15,40.79
23/08/2023,steam games purchase,-18.08,Entertainment & Subscriptions,2023-08-23,18.08
2025-06-27,SuperValu DUNDALK,-63.91,Groceries,2025-06-27,63.91
2025-04-12,IKEA DUBLIN STORE,?54.86,Shopping,2025-04-12,54.86
2023-03-21,SHELL PETROL 1316,?37.21,Transport,2023-03-21,37.21
28/11/2023,ODEON CINEMAS DUNDALK,11.57 EUR,Entertainment & Subscriptions,2023-11-28,11.57
"Jun 24, 2024",Lidl 4439 DUBLIN,-51.66,Groceries,2024-06-24,51.66
2023-12-12,TFI Leap Card Topup,-?5.21,Transport,2023-12-12,5.21
26/05/2023,Lidl Ireland,93.93,Groceries,2023-05-26,93.93
2023-05-06,LEAP CARD AUTO TOPUP,-17.48,Transport,2023-05-06,17.48
"Sep 04, 2024",ALDI STORE 6509,-44.19,Groceries,2024-09-04,44.19
2024-08-14,UBER *TRIP 3832,?34.90,Transport,2024-08-14,34.9
2023.09.05,Boojum Burrito KILKENNY,-?456.74,Dining & Takeaway,2023-09-05,456.74
08/02/2025,  Audible UK Monthly   ,-?13.09,Entertainment & Subscriptions,2025-02-08,13.09
2023-11-05,Gourmet Burger Kitchen,?43.03,Dining & Takeaway,2023-11-05,43.03
2023-06-13,YOUTUBE PREMIUM,-18.11,Entertainment & Subscriptions,2023-06-13,18.11
14/01/2023,YOUTUBE PREMIUM,-6.03,Entertainment & Subscriptions,2023-01-14,6.03
2024-09-03,Nandos Galway,-?67.68,Dining & Takeaway,2024-09-03,67.68
20/06/2025,SuperValu KILKENNY,-65.26,Groceries,2025-06-20,65.26
08/02/2023,lidl ireland,-?77.71,Groceries,2023-02-08,77.71
2023-07-09,tesco store #4277,?46.85,Groceries,2023-07-09,46.85
"Jun 16, 2023",Gourmet Burger Kitchen,?11.25,Dining & Takeaway,2023-06-16,11.25
12/12/2024,Costa Coffee KILKENNY,-60.69,Dining & Takeaway,2024-12-12,60.69
2024-09-08,TESCO EXTRA GALWAY,-71.47,Groceries,2024-09-08,71.47
27/07/2024,THE LOCAL PUB & GRILL,-4.78,Dining & Takeaway,2024-07-27,4.78
"Jun 23, 2024",Gourmet Burger Kitchen,6.16,Dining & Takeaway,2024-06-23,6.16
2025-02-28,Nandos LIMERICK,-26.46,Dining & Takeaway,2025-02-28,26.46
2023-06-19,SuperValu KILKENNY,-51.74,Groceries,2023-06-19,51.74
2023-08-15,LIDL IRELAND,-?94.86,Groceries,2023-08-15,94.86
2025.06.03,Netflix.com monthly,-23.62,Entertainment & Subscriptions,2025-06-03,23.62
2024-12-21,  UBER *TRIP 2494   ,-?38.44,Transport,2024-12-21,38.44
"May 29, 2023",ALDI IRELAND GMBH,-54.00,Groceries,2023-05-29,54.0
2023-09-11,LEAP CARD AUTO TOPUP,-29.52,Transport,2023-09-11,29.52
"Oct 12, 2023",LEAP CARD AUTO TOPUP,-4.30,Transport,2023-10-12,4.3
2023.05.17,DELIVEROO.IE *3664,-43.81,Dining & Takeaway,2023-05-17,43.81
2023-03-03,Lidl 5553 KILKENNY,?52.18,Groceries,2023-03-03,52.18
2024-02-14,  DELIVEROO.IE *8877   ,-16.59,Dining & Takeaway,2024-02-14,16.59
30/11/2024,IRISH RAIL ONLINE,-?16.35,Transport,2024-11-30,16.35
21/05/2024,insomnia coffee co,17.07,Dining & Takeaway,2024-05-21,17.07
2023-04-11,Tesco Store #4731,101.06,Groceries,2023-04-11,101.06
27/01/2023,BOOTS PHARMACY CORK,-178.74,Shopping,2023-01-27,178.74
"May 19, 2024",Costa Coffee GALWAY,-11.15,Dining & Takeaway,2024-05-19,11.15
14/01/2024,Gym Plus Membership,-51.76,Health & Fitness,2024-01-14,51.76
09/05/2025,  FLYEfit Gym Monthly DD   ,?12.73,Health & Fitness,2025-05-09,12.73
2023.08.26,DISNEY PLUS MONTHLY,-6.41,Entertainment & Subscriptions,2023-08-26,6.41
2025-01-16,YOUTUBE PREMIUM,,Entertainment & Subscriptions,2025-01-16,10.49
2025-02-22,ZARA IRELAND LIMERICK,-76.80,Shopping,2025-02-22,76.8
2024-12-02,lidl 9110 dundalk,-?56.28,Groceries,2024-12-02,56.28
28/04/2023,ALDI IRELAND GMBH,?65.20,Groceries,2023-04-28,65.2
2023-03-18,  Insomnia Coffee Co   ,?78.24,Dining & Takeaway,2023-03-18,78.24
2023-08-10,Marks & Spencer Food,-?8.50,Groceries,2023-08-10,8.5
2024-05-17,ODEON CINEMAS CORK,4.99 EUR,Entertainment & Subscriptions,2024-05-17,4.99
2023-03-26,TESCO EXTRA DUNDALK,29.44 EUR,Groceries,2023-03-26,29.44
2023.08.10,Holland & Barrett GALWAY,-?36.22,Health & Fitness,2023-08-10,36.22
10/07/2023,VODAFONE BILL PAY,170.31,Utilities & Bills,2023-07-10,170.31
2024-06-05,Marks & Spencer Food,-32.63,Groceries,2024-06-05,32.63
2025-01-16,DELIVEROO.IE *9514,-?19.14,Dining & Takeaway,2025-01-16,19.14
12/12/2023,SPAR EXPRESS BRAY,?97.98,Groceries,2023-12-12,97.98
2023-11-14,AMZN PRIME MEMBER,-?4.99,Entertainment & Subscriptions,2023-11-14,4.99
2024.04.26,Audible UK Monthly,-4.99,Entertainment & Subscriptions,2024-04-26,4.99
04/05/2024,,-?26.86,Dining & Takeaway,2024-05-04,26.86
02/03/2024,,-?54.69,Groceries,2024-03-02,54.69
"May 26, 2023",mcdonalds dundalk,-9.05,Dining & Takeaway,2023-05-26,9.05
2025-04-10,AMZN Mktp UK*1764,-?70.82,Shopping,2025-04-10,70.82
2023-09-08,ZARA IRELAND DUNDALK,-10.00,Shopping,2023-09-08,10.0
2023-07-30,SPAR EXPRESS SWORDS,-68.35,Groceries,2023-07-30,68.35
2024-11-19,aldi ireland gmbh,-68.47,Groceries,2024-11-19,68.47
05/04/2024,SHELL PETROL 4232,-52.13,Transport,2024-04-05,52.13
23/06/2023,BOOTS PHARMACY LIMERICK,-129.03,Shopping,2023-06-23,129.03
21/04/2024,Supervalu Kilkenny,-?58.07,Groceries,2024-04-21,58.07
2025-05-18,costa coffee galway,-62.08,Dining & Takeaway,2025-05-18,62.08
2024-12-19,Nandos DUBLIN,?44.36,Dining & Takeaway,2024-12-19,44.36
2023-06-06,  Marks & Spencer Food   ,-?71.57,Groceries,2023-06-06,71.57
2023-09-25,DELIVEROO.IE *4168,-?40.14,Dining & Takeaway,2023-09-25,40.14
"Sep 02, 2023",  Netflix.com monthly   ,-9.01,Entertainment & Subscriptions,2023-09-02,9.01
2023.04.05,Tesco Express,-31.14,Groceries,2023-04-05,31.14
2025-02-14,LIDL IRELAND,-108.66,Groceries,2025-02-14,108.66
05/06/2025,  CIRCLE K SWORDS   ,-22.43,Transport,2025-06-05,22.43
"Nov 25, 2023",TK MAXX LIMERICK,,Shopping,2023-11-25,112.73
2025-04-06,DELIVEROO.IE *6586,44.06,Dining & Takeaway,2025-04-06,44.06
2024-11-29,  Insomnia Coffee Co   ,-?49.76,Dining & Takeaway,2024-11-29,49.76
2023-08-07,APPLE STORE RETAIL,-10.00,Shopping,2023-08-07,10.0
"Feb 26, 2023",VODAFONE BILL PAY,?145.07,Utilities & Bills,2023-02-26,145.07
2023-07-27,Nandos BRAY,,Dining & Takeaway,2023-07-27,64.9
2025-04-10,JUST EAT 9846,32.46,Dining & Takeaway,2025-04-10,32.46
2025-04-03,  DUNNES STORES LIMERICK   ,-57.52,Groceries,2025-04-03,57.52
2024-04-03,  TESCO EXTRA CORK   ,-30.37,Groceries,2024-04-03,30.37
2025-04-05,Starbucks Coffee #1436,-46.98,Dining & Takeaway,2025-04-05,46.98
2023-11-22,,-?40.03,Dining & Takeaway,2023-11-22,40.03
2023-10-17,Gourmet Burger Kitchen,-?12.31,Dining & Takeaway,2023-10-17,12.31
22/03/2025,playstation network 1221,-6.94,Entertainment & Subscriptions,2025-03-22,6.94
21/10/2024,LEAP CARD AUTO TOPUP,29.17,Transport,2024-10-21,29.17
2025-04-08,SPAR EXPRESS DUBLIN,-?65.70,Groceries,2025-04-08,65.7
"May 23, 2024",Playstation Network 2422,-37.02,Entertainment & Subscriptions,2024-05-23,37.02
2024.08.28,  ASOS.COM ORDERS   ,?52.78,Shopping,2024-08-28,52.78
2023.03.31,LEAP CARD AUTO TOPUP,-?43.44,Transport,2023-03-31,43.44
"Apr 25, 2023",  Costa Coffee SWORDS   ,-4.46,Dining & Takeaway,2023-04-25,4.46
2023-07-13,Applegreen Motorway Services,28.77 EUR,Transport,2023-07-13,28.77
2025-06-29,Gourmet Burger Kitchen,-41.07,Dining & Takeaway,2025-06-29,41.07
14/01/2024,ALDI STORE 2302,?55.69,Groceries,2024-01-14,55.69
2024-06-04,Netflix.com monthly,-?8.90,Entertainment & Subscriptions,2024-06-04,8.9
"Jun 11, 2023",DUBLIN BUS 8123,-2.40,Transport,2023-06-11,2.4
2025-06-28,DISNEY PLUS MONTHLY,-18.95,Entertainment & Subscriptions,2025-06-28,18.95
20/02/2023,Lidl 4793 CORK,-?66.39,Groceries,2023-02-20,66.39
2025-05-03,  CIRCLE K CORK   ,?63.89,Transport,2025-05-03,63.89
10/05/2025,Physiotherapy Care Dublin,-53.58,Health & Fitness,2025-05-10,53.58
14/06/2023,LIDL IRELAND,-?52.52,Groceries,2023-06-14,52.52
2023-07-14,amazon.de purchase,-?10.00,Shopping,2023-07-14,10.0
2025.05.18,McDonalds DUNDALK,-26.29,Dining & Takeaway,2025-05-18,26.29
2024-03-18,CIRCLE K BRAY,-?25.03,Transport,2024-03-18,25.03
2024-10-03,Mcdonalds Bray,-37.64,Dining & Takeaway,2024-10-03,37.64
13/03/2024,Amazon.de Purchase,-119.57,Shopping,2024-03-13,119.57
2024-01-22,DUNNES STORES CORK,-8.50,Groceries,2024-01-22,8.5
2024-01-28,APPLE STORE RETAIL,,Shopping,2024-01-28,60.61
"Feb 14, 2025",Lidl 2765 SWORDS,-?70.07,Groceries,2025-02-14,70.07
02/12/2024,AMZN PRIME MEMBER,-?13.95,Entertainment & Subscriptions,2024-12-02,13.95
"Aug 06, 2024",ALDI IRELAND GMBH,96.61,Groceries,2024-08-06,96.61
"Jan 12, 2025",EIR TELECOM DIRECT DEBIT,-?198.66,Utilities & Bills,2025-01-12,198.66
09/05/2024,  Tesco Express   ,?103.76,Groceries,2024-05-09,103.76
2024-11-23,  Starbucks Coffee #8594   ,-?29.56,Dining & Takeaway,2024-11-23,29.56
2024-08-09,ODEON CINEMAS DUNDALK,4.99,Entertainment & Subscriptions,2024-08-09,4.99
22/03/2023,DELIVEROO.IE *8231,-36.93,Dining & Takeaway,2023-03-22,36.93
13/03/2024,Audible UK Monthly,-4.99,Entertainment & Subscriptions,2024-03-13,4.99
2024.03.27,JUST EAT 2111,-42.38,Dining & Takeaway,2024-03-27,42.38
20/06/2024,Insomnia Coffee Co,-45.54,Dining & Takeaway,2024-06-20,45.54
2024-02-05,SPOTIFY AB 4873 EUR,-?35.37,Entertainment & Subscriptions,2024-02-05,35.37
2023-04-08,Physiotherapy Care Dublin,-?21.46,Health & Fitness,2023-04-08,21.46
2024-09-05,THE LOCAL PUB & GRILL,35.65 EUR,Dining & Takeaway,2024-09-05,35.65
2024.11.08,ASOS.COM ORDERS,?18.25,Shopping,2024-11-08,18.25
2023-06-20,penneys primark limerick,-?82.77,Shopping,2023-06-20,82.77
2024-03-30,  FLYEfit Gym Monthly DD   ,63.14 EUR,Health & Fitness,2024-03-30,63.14
2023.07.12,Uber *Trip 2241,-2.40,Transport,2023-07-12,2.4
01/10/2023,Lidl 8726 DUNDALK,?31.92,Groceries,2023-10-01,31.92
08/04/2023,ODEON CINEMAS SWORDS,51.31,Entertainment & Subscriptions,2023-04-08,51.31
2025-06-02,dunnes stores dundalk,-48.24,Groceries,2025-06-02,48.24
19/06/2024,Lidl Ireland,-73.12,Groceries,2024-06-19,73.12
20/11/2024,boojum burrito dublin,-14.75,Dining & Takeaway,2024-11-20,14.75
2023-10-03,  Tesco Store #2663   ,-?65.57,Groceries,2023-10-03,65.57
2023-07-26,  Irish Water Direct Debit   ,?54.71,Utilities & Bills,2023-07-26,54.71
17/12/2023,  PLAYSTATION NETWORK 8261   ,?12.02,Entertainment & Subscriptions,2023-12-17,12.02
2023-06-15,Tesco Express,-36.54,Groceries,2023-06-15,36.54
2023-12-13,  Dominos Pizza DUNDALK   ,-5.34,Dining & Takeaway,2023-12-13,5.34
2025.04.26,Marks & Spencer Food,-70.27,Groceries,2025-04-26,70.27
2023-06-24,LIDL IRELAND,-8.68,Groceries,2023-06-24,8.68
2025-04-15,  AMZN Mktp UK*5507   ,131.45,Shopping,2025-04-15,131.45
08/01/2023,Lidl 1897 DUNDALK,?74.78,Groceries,2023-01-08,74.78
2024-01-19,  ALDI STORE 3269   ,-?101.89,Groceries,2024-01-19,101.89
2024-06-15,Audible UK Monthly,?16.62,Entertainment & Subscriptions,2024-06-15,16.62
14/01/2023,THE LOCAL PUB & GRILL,-31.75,Dining & Takeaway,2023-01-14,31.75
2023-06-22,TFI Leap Card Topup,-9.44,Transport,2023-06-22,9.44
2024.06.08,dentist clinic dublin,?12.00,Health & Fitness,2024-06-08,12.0
2024-12-16,gym plus membership,17.66,Health & Fitness,2024-12-16,17.66
2023-05-17,AMZN Mktp UK*3097,-?68.86,Shopping,2023-05-17,68.86
2024.02.02,TFI Leap Card Topup,17.44,Transport,2024-02-02,17.44
2023-05-29,SuperValu LIMERICK,85.34,Groceries,2023-05-29,85.34
2023-12-25,decathlon sports ireland,-107.82,Shopping,2023-12-25,107.82
02/11/2024,Deliveroo.Ie *3378,74.94,Dining & Takeaway,2024-11-02,74.94
23/02/2024,  ALDI IRELAND GMBH   ,-48.42,Groceries,2024-02-23,48.42
2024-06-17,  AER LINGUS DUBLIN   ,213.76 EUR,Travel,2024-06-17,213.76
31/01/2024,marks & spencer food,-?112.57,Groceries,2024-01-31,112.57
2024-05-30,tesco extra cork,-?82.13,Groceries,2024-05-30,82.13
27/07/2024,Lidl 6439 KILKENNY,-101.15,Groceries,2024-07-27,101.15
2024-10-21,TESCO EXTRA BRAY,-?60.47,Groceries,2024-10-21,60.47
2023.03.29,TESCO EXTRA LIMERICK,-?23.64,Groceries,2023-03-29,23.64
2024-10-22,  ALDI IRELAND GMBH   ,-?12.59,Groceries,2024-10-22,12.59
2025-04-21,Insomnia Coffee Co,-5.19,Dining & Takeaway,2025-04-21,5.19
27/03/2023,tesco express,-?51.83,Groceries,2023-03-27,51.83
2024-08-22,Steam Games Purchase,36.48,Entertainment & Subscriptions,2024-08-22,36.48
2023-04-02,dart ticket machine,-11.73,Transport,2023-04-02,11.73
"Jun 05, 2024",Lidl 7194 DUBLIN,-106.72,Groceries,2024-06-05,106.72
2023.11.02,ODEON CINEMAS DUBLIN,?21.37,Entertainment & Subscriptions,2023-11-02,21.37
2024-09-28,FREE NOW TAXI DUBLIN,?6.92,Transport,2024-09-28,6.92
2023-01-31,insomnia coffee co,-?20.96,Dining & Takeaway,2023-01-31,20.96
2024-02-16,Physiotherapy Care Dublin,-?19.84,Health & Fitness,2024-02-16,19.84
"Jun 02, 2025",Costa Coffee DUNDALK,-?47.67,Dining & Takeaway,2025-06-02,47.67
2024-11-23,RYANAIR *1629 AIRLINE,64.73 EUR,Travel,2024-11-23,64.73
2024-04-20,,-?5.94,Transport,2024-04-20,5.94
2023-01-23,DUNNES STORES SWORDS,-60.71,Groceries,2023-01-23,60.71
31/03/2024,Steam Games Purchase,-?6.24,Entertainment & Subscriptions,2024-03-31,6.24
2025-04-24,APPLE.COM/BILL,?12.25,Entertainment & Subscriptions,2025-04-24,12.25
2025-03-23,TK MAXX KILKENNY,-589.77,Shopping,2025-03-23,589.77
2023-04-24,,?34.82,Groceries,2023-04-24,34.82
2023-11-22,  VODAFONE BILL PAY   ,80.76 EUR,Utilities & Bills,2023-11-22,80.76
23/05/2024,  ALDI IRELAND GMBH   ,-51.32,Groceries,2024-05-23,51.32
2025-05-22,AMZN Mktp UK*8212,-115.33,Shopping,2025-05-22,115.33
2025-02-16,ODEON CINEMAS DUBLIN,-6.81,Entertainment & Subscriptions,2025-02-16,6.81
2023.06.09,TESCO EXTRA SWORDS,-?8.50,Groceries,2023-06-09,8.5
2023-05-19,  TFI Leap Card Topup   ,-10.38,Transport,2023-05-19,10.38
06/01/2024,  Tesco Express   ,-?92.56,Groceries,2024-01-06,92.56
2023-10-24,Leap Card Auto Topup,?2.40,Transport,2023-10-24,2.4
2025-06-14,CIRCLE K BRAY,10.28,Transport,2025-06-14,10.28
"Jan 14, 2023",Tesco Express,-?106.95,Groceries,2023-01-14,106.95
08/01/2023,spar express cork,82.56,Groceries,2023-01-08,82.56
2024.06.22,  TK MAXX LIMERICK   ,-10.00,Shopping,2024-06-22,10.0
2024-01-16,McDonalds CORK,-65.07,Dining & Takeaway,2024-01-16,65.07
2024.02.03,the local pub & grill,-243.68,Dining & Takeaway,2024-02-03,243.68
2023-04-06,Tesco Store #1560,-64.10,Groceries,2023-04-06,64.1
2023-11-12,JUST EAT 1747,?4.80,Dining & Takeaway,2023-11-12,4.8
2024.12.27,BOOTS PHARMACY DUBLIN,-78.80,Shopping,2024-12-27,78.8
2023-06-10,ALDI IRELAND GMBH,-49.00,Groceries,2023-06-10,49.0
2024-11-26,Gourmet Burger Kitchen,-42.13,Dining & Takeaway,2024-11-26,42.13
2024-07-21,Dominos Pizza CORK,-?12.49,Dining & Takeaway,2024-07-21,12.49
2023-10-30,Nandos LIMERICK,-?22.14,Dining & Takeaway,2023-10-30,22.14
"Aug 21, 2024",TK MAXX BRAY,-?643.01,Shopping,2024-08-21,643.01
2024-08-11,Audible UK Monthly,-40.67,Entertainment & Subscriptions,2024-08-11,40.67
2024-01-24,DELIVEROO.IE *8104,-35.54,Dining & Takeaway,2024-01-24,35.54
2025-06-02,Tesco Express,?42.40,Groceries,2025-06-02,42.4
"Nov 02, 2024",McDonalds BRAY,-56.87,Dining & Takeaway,2024-11-02,56.87
25/07/2023,Supervalu Bray,-17.31,Groceries,2023-07-25,17.31
"Mar 02, 2023",Uber *Trip 4205,-?32.46,Transport,2023-03-02,32.46
19/11/2024,Steam Games Purchase,?4.99,Entertainment & Subscriptions,2024-11-19,4.99
06/02/2023,  Dentist Clinic Dublin   ,-28.75,Health & Fitness,2023-02-06,28.75
10/07/2024,Spar Express Dublin,,Groceries,2024-07-10,87.83
"Feb 28, 2023",Boots Healthcare DUBLIN,-?46.27,Health & Fitness,2023-02-28,46.27
2023-06-03,  ALDI IRELAND GMBH   ,78.61,Groceries,2023-06-03,78.61
2024-03-10,  Gym Plus Membership   ,20.88 EUR,Health & Fitness,2024-03-10,20.88
07/12/2023,Costa Coffee KILKENNY,?37.63,Dining & Takeaway,2023-12-07,37.63
20/02/2023,UBER *TRIP 4373,-25.02,Transport,2023-02-20,25.02
2024-03-02,leap card auto topup,?18.75,Transport,2024-03-02,18.75
02/05/2024,,-33.70,Dining & Takeaway,2024-05-02,33.7
2023-04-28,uber *trip 4597,-20.01,Transport,2023-04-28,20.01
2024-03-09,  SPAR EXPRESS DUNDALK   ,-81.42,Groceries,2024-03-09,81.42
2024-12-25,deliveroo.ie *2166,-5.73,Dining & Takeaway,2024-12-25,5.73
28/04/2025,THE LOCAL PUB & GRILL,-?29.81,Dining & Takeaway,2025-04-28,29.81
"Jun 22, 2024",  TESCO EXTRA LIMERICK   ,-?53.60,Groceries,2024-06-22,53.6
2024-08-14,Gourmet Burger Kitchen,-11.91,Dining & Takeaway,2024-08-14,11.91
2025-02-23,  Holland & Barrett GALWAY   ,-31.51,Health & Fitness,2025-02-23,31.51
2023-05-15,  ALDI STORE 3071   ,-73.15,Groceries,2023-05-15,73.15
2025-02-17,Steam Games Purchase,-?19.12,Entertainment & Subscriptions,2025-02-17,19.12
2023-11-14,Tesco Express,-104.02,Groceries,2023-11-14,104.02
03/06/2024,Boojum Burrito DUBLIN,-3.80,Dining & Takeaway,2024-06-03,3.8
11/02/2025,ODEON CINEMAS SWORDS,?12.23,Entertainment & Subscriptions,2025-02-11,12.23
2025.02.22,SuperValu GALWAY,-61.15,Groceries,2025-02-22,61.15
2024-09-23,Insomnia Coffee Co,-?42.69,Dining & Takeaway,2024-09-23,42.69
04/12/2024,THE LOCAL PUB & GRILL,-9.77,Dining & Takeaway,2024-12-04,9.77
